,baseMean,log2FoldChange,lfcSE,pvalue,padj,Genes,Sig,Labl
2900041M22Rik,0.586551048,6.62E-08,0.001442695,0.951697939,NA,2900041M22Rik,NA,NA
2900042K21Rik,2.078504031,1.30E-06,0.001442694,0.244805531,NA,2900042K21Rik,NA,NA
2900052N01Rik,1.36443888,3.13E-07,0.001442694,0.724132693,NA,2900052N01Rik,NA,NA
2900057B20Rik,0.981835357,-2.71E-07,0.001442695,0.579055081,NA,2900057B20Rik,NA,NA
2900060N12Rik,2.5864337,-7.65E-07,0.001442694,0.464512196,NA,2900060N12Rik,NA,NA
2900064K03Rik,0.958885933,4.16E-07,0.001442694,0.538394059,NA,2900064K03Rik,NA,NA
2900076G11Rik,1.009313825,1.23E-07,0.001442694,0.854073826,NA,2900076G11Rik,NA,NA
3010001F23Rik,0.716924926,1.01E-07,0.001442695,0.896764625,NA,3010001F23Rik,NA,NA
3110021N24Rik,3.538581466,3.27E-08,0.001442693,0.979804049,NA,3110021N24Rik,NA,NA
3110031N09Rik,3.48538628,7.77E-07,0.001442692,0.600768521,NA,3110031N09Rik,NA,NA
3110062G12Rik,1.314202236,5.59E-07,0.001442694,0.498876134,NA,3110062G12Rik,NA,NA
3110067C02Rik,0.854219985,-1.31E-07,0.001442695,0.78475968,NA,3110067C02Rik,NA,NA
3830417A13Rik,1.336818555,-2.68E-07,0.001442695,0.588869048,NA,3830417A13Rik,NA,NA
4631422I05Rik,4.559288018,-1.38E-06,0.001442692,0.373950606,NA,4631422I05Rik,NA,NA
4632428C04Rik,3.155808721,1.03E-06,0.001442693,0.410923875,NA,4632428C04Rik,NA,NA
4632432E15Rik,3.406772618,7.12E-07,0.001442693,0.596100057,NA,4632432E15Rik,NA,NA
4732414G09Rik,1.018780911,-1.04E-06,0.001442694,0.224741688,NA,4732414G09Rik,NA,NA
4732463B04Rik,1.977953402,5.92E-07,0.001442693,0.63891713,NA,4732463B04Rik,NA,NA
4732487G21Rik,0.893611307,-1.23E-08,0.001442695,0.896417273,NA,4732487G21Rik,NA,NA
4732496C06Rik,2.375578209,1.16E-07,0.001442693,0.929608877,NA,4732496C06Rik,NA,NA
4833412K13Rik,3.620926905,8.04E-07,0.001442692,0.597664477,NA,4833412K13Rik,NA,NA
4833417C18Rik,2.899579861,1.64E-06,0.001442693,0.22138737,NA,4833417C18Rik,NA,NA
4833422C13Rik,1.45873018,1.30E-07,0.001442694,0.885288131,NA,4833422C13Rik,NA,NA
4833427F10Rik,2.425189659,7.02E-07,0.001442694,0.391021936,NA,4833427F10Rik,NA,NA
4921504A21Rik,2.320762463,2.04E-06,0.001442694,0.092003453,NA,4921504A21Rik,NA,NA
4921513I03Rik,0.787431723,-1.65E-07,0.001442695,0.752508737,NA,4921513I03Rik,NA,NA
4921517D16Rik,0.910897526,-6.78E-07,0.001442695,0.326360031,NA,4921517D16Rik,NA,NA
4921518K17Rik,2.543655636,-1.89E-07,0.001442693,0.879688171,NA,4921518K17Rik,NA,NA
4921527H02Rik,2.040810832,-5.20E-07,0.001442693,0.658302131,NA,4921527H02Rik,NA,NA
4921529L05Rik,2.769935483,-6.24E-07,0.001442693,0.609365959,NA,4921529L05Rik,NA,NA
4921534A09Rik,2.955791209,-6.38E-07,0.001442692,0.665337947,NA,4921534A09Rik,NA,NA
4921534H16Rik,4.272428662,-3.58E-06,0.001442693,0.046391639,NA,4921534H16Rik,NA,NA
4930402C01Rik,2.943172695,5.12E-07,0.001442693,0.914111807,NA,4930402C01Rik,NA,NA
4930402H05Rik,1.395042126,7.61E-07,0.001442694,0.438342353,NA,4930402H05Rik,NA,NA
4930403P22Rik,1.809857155,-1.34E-06,0.001442694,0.174290633,NA,4930403P22Rik,NA,NA
4930404I05Rik,2.839843317,1.35E-06,0.001442693,0.262462001,NA,4930404I05Rik,NA,NA
4930404N11Rik,1.038382635,-2.70E-07,0.001442694,0.830615124,NA,4930404N11Rik,NA,NA
4930405N21Rik,1.339685438,-8.46E-07,0.001442694,0.369167814,NA,4930405N21Rik,NA,NA
4930405O22Rik,1.430234717,-1.66E-07,0.001442694,0.864874371,NA,4930405O22Rik,NA,NA
4930412F12Rik,2.71517026,-2.01E-06,0.001442694,0.066903689,NA,4930412F12Rik,NA,NA
4930412M03Rik,3.084036955,2.16E-06,0.001442693,0.118299884,NA,4930412M03Rik,NA,NA
4930413F20Rik,1.245048063,4.69E-07,0.001442694,0.537724192,NA,4930413F20Rik,NA,NA
4930413G21Rik,4.216031329,3.64E-06,0.001442694,0.01474497,NA,4930413G21Rik,NA,NA
4930415O11Rik,2.192416485,-1.21E-06,0.001442694,0.161628873,NA,4930415O11Rik,NA,NA
4930415O20Rik,2.711806816,2.36E-07,0.001442693,0.846955905,NA,4930415O20Rik,NA,NA
4930417H01Rik,1.10689678,-2.46E-07,0.001442694,0.688316836,NA,4930417H01Rik,NA,NA
4930426I24Rik,3.185198872,2.80E-07,0.001442692,0.892562264,NA,4930426I24Rik,NA,NA
4930426L09Rik,2.458273311,4.59E-07,0.001442693,0.680058896,NA,4930426L09Rik,NA,NA
4930428N03Rik,2.400986833,1.41E-06,0.001442693,0.23082534,NA,4930428N03Rik,NA,NA
4930429P21Rik,1.171230559,-2.99E-07,0.001442694,0.719199095,NA,4930429P21Rik,NA,NA
4930430E12Rik,4.133947849,-1.49E-06,0.001442693,0.246776286,NA,4930430E12Rik,NA,NA
4930431P03Rik,1.744038952,-4.99E-07,0.001442694,0.61228459,NA,4930431P03Rik,NA,NA
4930431P22Rik,2.06608474,-1.81E-06,0.001442694,0.134512175,NA,4930431P22Rik,NA,NA
4930434F21Rik,4.020942775,-3.36E-07,0.001442692,0.810914255,NA,4930434F21Rik,NA,NA
4930435F18Rik,1.223058614,-4.23E-07,0.001442694,0.649844149,NA,4930435F18Rik,NA,NA
4930435M08Rik,1.289632561,-8.20E-08,0.001442694,0.923835902,NA,4930435M08Rik,NA,NA
4930444E06Rik,0.863186295,-1.02E-06,0.001442695,0.067349455,NA,4930444E06Rik,NA,NA
4930444K16Rik,2.489995189,4.52E-07,0.001442693,0.732373761,NA,4930444K16Rik,NA,NA
4930445N18Rik,2.802166838,8.28E-09,0.001442693,0.686932452,NA,4930445N18Rik,NA,NA
4930448E22Rik,1.851481087,-8.98E-07,0.001442694,0.356390466,NA,4930448E22Rik,NA,NA
4930448I06Rik,3.466385733,4.45E-07,0.001442693,0.700472198,NA,4930448I06Rik,NA,NA
4930449C09Rik,1.089753415,2.82E-07,0.001442694,0.72255833,NA,4930449C09Rik,NA,NA
4930452G13Rik,1.82663998,1.45E-06,0.001442694,0.110082004,NA,4930452G13Rik,NA,NA
4930452N14Rik,0.544073474,-6.18E-08,0.001442695,0.726825285,NA,4930452N14Rik,NA,NA
4930453L07Rik,1.985254483,-9.50E-07,0.001442694,0.29833271,NA,4930453L07Rik,NA,NA
4930455H04Rik,2.848541592,-2.62E-06,0.001442694,0.044273616,NA,4930455H04Rik,NA,NA
4930461C15Rik,2.815798626,-1.03E-06,0.001442693,0.426737118,NA,4930461C15Rik,NA,NA
4930465K10Rik,1.076872045,-2.44E-08,0.001442695,0.955389535,NA,4930465K10Rik,NA,NA
4930467E23Rik,3.126821944,4.04E-08,0.001442695,0.975573121,NA,4930467E23Rik,NA,NA
4930467K11Rik,2.134339233,3.72E-07,0.001442693,0.762210952,NA,4930467K11Rik,NA,NA
4930469K13Rik,2.061086814,-1.09E-07,0.001442693,0.990353272,NA,4930469K13Rik,NA,NA
4930471C04Rik,2.610185686,1.30E-06,0.001442694,0.251259493,NA,4930471C04Rik,NA,NA
4930474N05Rik,0.803618224,-4.79E-07,0.001442694,0.507950532,NA,4930474N05Rik,NA,NA
4930479D17Rik,2.142372263,-1.02E-06,0.001442693,0.368779142,NA,4930479D17Rik,NA,NA
4930483J18Rik,1.93000784,9.14E-07,0.001442693,0.43351271,NA,4930483J18Rik,NA,NA
4930483O08Rik,2.243608716,6.20E-08,0.001442694,0.937385254,NA,4930483O08Rik,NA,NA
4930484I04Rik,0.994159036,1.49E-06,0.001442695,0.039120898,NA,4930484I04Rik,NA,NA
4930488L21Rik,4.415974097,8.87E-07,0.00144269,0.572546507,NA,4930488L21Rik,NA,NA
4930500H12Rik,1.943608088,5.18E-07,0.001442694,0.56753146,NA,4930500H12Rik,NA,NA
4930500M09Rik,1.725158912,-3.20E-07,0.001442694,0.786713057,NA,4930500M09Rik,NA,NA
4930502E09Rik,0.784131911,9.02E-07,0.001442695,0.214284536,NA,4930502E09Rik,NA,NA
4930505N22Rik,2.694477672,-3.10E-07,0.001442693,0.802482842,NA,4930505N22Rik,NA,NA
4930509E16Rik,3.707584379,-5.80E-07,0.001442693,0.637446869,NA,4930509E16Rik,NA,NA
4930509H03Rik,2.080688634,-2.90E-07,0.001442694,0.632001605,NA,4930509H03Rik,NA,NA
4930512B01Rik,2.991949248,-7.42E-08,0.001442693,0.946241479,NA,4930512B01Rik,NA,NA
4930519G04Rik,1.14476456,-1.37E-07,0.001442694,0.883882941,NA,4930519G04Rik,NA,NA
4930526A20Rik,1.484237459,2.05E-07,0.001442694,0.69270908,NA,4930526A20Rik,NA,NA
4930526L06Rik,2.658721371,-1.01E-06,0.001442694,0.31439876,NA,4930526L06Rik,NA,NA
4930528D03Rik,1.034591969,-5.40E-07,0.001442694,0.534256083,NA,4930528D03Rik,NA,NA
4930534D22Rik,1.237444395,-3.35E-08,0.001442694,0.960054363,NA,4930534D22Rik,NA,NA
4930534H03Rik,3.776025643,-2.23E-06,0.001442692,0.172260536,NA,4930534H03Rik,NA,NA
4930534H18Rik,2.063494025,-4.68E-07,0.001442693,0.704658028,NA,4930534H18Rik,NA,NA
4930535E02Rik,0.989836909,-9.51E-07,0.001442695,0.147969834,NA,4930535E02Rik,NA,NA
4930542M03Rik,1.255681375,6.24E-07,0.001442694,0.514587992,NA,4930542M03Rik,NA,NA
4930548H24Rik,3.90619366,-1.06E-06,0.001442692,0.491959138,NA,4930548H24Rik,NA,NA
4930553P18Rik,1.739491495,-3.46E-07,0.001442694,0.699317448,NA,4930553P18Rik,NA,NA
4930554C24Rik,1.211083434,5.87E-07,0.001442695,0.117177256,NA,4930554C24Rik,NA,NA
4930554I06Rik,1.161654018,-8.37E-07,0.001442695,0.245888716,NA,4930554I06Rik,NA,NA
4930555A03Rik,1.52857451,-1.27E-07,0.001442695,0.806772862,NA,4930555A03Rik,NA,NA
4930556J02Rik,0.936235255,-1.41E-07,0.001442694,0.843440559,NA,4930556J02Rik,NA,NA
4930558J22Rik,1.345562573,2.52E-07,0.001442695,0.65460748,NA,4930558J22Rik,NA,NA
4930562F07Rik,0.895744851,-1.19E-07,0.001442694,0.723320734,NA,4930562F07Rik,NA,NA
4930563J15Rik,4.562754979,1.69E-06,0.001442691,0.333050366,NA,4930563J15Rik,NA,NA
4930565N06Rik,1.391558093,-1.04E-06,0.001442694,0.262647657,NA,4930565N06Rik,NA,NA
4930566F21Rik,1.644813441,4.02E-07,0.001442694,0.683097497,NA,4930566F21Rik,NA,NA
4930571N24Rik,1.503674559,-4.72E-07,0.001442694,0.632953034,NA,4930571N24Rik,NA,NA
4930572O13Rik,0.863512282,5.35E-07,0.001442695,0.429769731,NA,4930572O13Rik,NA,NA
4930573C15Rik,0.573509318,-4.27E-07,0.001442695,0.361952751,NA,4930573C15Rik,NA,NA
4930583P06Rik,2.939759338,1.82E-06,0.001442693,0.234548359,NA,4930583P06Rik,NA,NA
4930594C11Rik,1.622020632,-1.85E-07,0.001442694,0.814433067,NA,4930594C11Rik,NA,NA
4931406B18Rik,2.405171188,6.35E-07,0.001442693,0.564265781,NA,4931406B18Rik,NA,NA
4931406G06Rik,1.401603225,-1.97E-07,0.001442694,0.632475263,NA,4931406G06Rik,NA,NA
4931413I07Rik,3.016154118,-1.07E-06,0.001442693,0.412073529,NA,4931413I07Rik,NA,NA
4931420L22Rik,1.232007904,-7.86E-07,0.001442695,0.230151091,NA,4931420L22Rik,NA,NA
4932411K12Rik,0.652194321,3.57E-07,0.001442695,0.7370257,NA,4932411K12Rik,NA,NA
4932412D23Rik,0.754981909,-2.62E-07,0.001442695,0.943506952,NA,4932412D23Rik,NA,NA
4932414N04Rik,1.258874753,-5.53E-07,0.001442694,0.479083155,NA,4932414N04Rik,NA,NA
4932416K20Rik,1.304687778,3.40E-07,0.001442694,0.706524057,NA,4932416K20Rik,NA,NA
4932435O22Rik,1.927030358,-1.20E-06,0.001442694,0.165763658,NA,4932435O22Rik,NA,NA
4932702P03Rik,1.360789973,-1.38E-06,0.001442694,0.246341877,NA,4932702P03Rik,NA,NA
4933401D09Rik,3.715126768,-1.67E-06,0.001442694,0.362078595,NA,4933401D09Rik,NA,NA
4933404G15Rik,3.302654154,-1.61E-07,0.001442693,0.895564366,NA,4933404G15Rik,NA,NA
4933405L10Rik,4.19340824,1.350190668,0.775223981,0.002225475,NA,4933405L10Rik,NA,NA
4933406B17Rik,4.062644414,1.22E-06,0.001442693,0.3395279,NA,4933406B17Rik,NA,NA
4933407L21Rik,2.622928923,1.53E-07,0.001442694,0.302754047,NA,4933407L21Rik,NA,NA
4933408J17Rik,1.252068578,-2.50E-07,0.001442694,0.824020675,NA,4933408J17Rik,NA,NA
4933412L11Rik,1.175598577,7.73E-07,0.001442694,0.360645049,NA,4933412L11Rik,NA,NA
4933417C20Rik,1.610820561,-7.60E-08,0.001442693,0.945170303,NA,4933417C20Rik,NA,NA
4933417O13Rik,0.857192127,-9.83E-07,0.001442695,0.115569787,NA,4933417O13Rik,NA,NA
4933421A08Rik,3.062087346,-6.74E-07,0.001442692,0.624842309,NA,4933421A08Rik,NA,NA
4933424M12Rik,0.963716519,8.38E-09,0.001442695,0.964791423,NA,4933424M12Rik,NA,NA
4933424N20Rik,0.889286681,-8.08E-07,0.001442694,0.339691597,NA,4933424N20Rik,NA,NA
4933425M03Rik,1.53504835,-1.07E-06,0.001442694,0.227423359,NA,4933425M03Rik,NA,NA
4933427E11Rik,1.709791699,4.01E-07,0.001442694,0.638996024,NA,4933427E11Rik,NA,NA
4933427G23Rik,2.67563354,-1.45E-06,0.001442692,0.322528095,NA,4933427G23Rik,NA,NA
4933427J07Rik,2.76454669,-1.29E-06,0.001442694,0.234698376,NA,4933427J07Rik,NA,NA
4933428G20Rik,0.835160817,-2.41E-07,0.001442695,0.282000945,NA,4933428G20Rik,NA,NA
4933428P19Rik,4.193142936,1.03E-06,0.001442691,0.564443156,NA,4933428P19Rik,NA,NA
4933430A20Rik,4.097997548,-2.26E-07,0.001442692,0.872892717,NA,4933430A20Rik,NA,NA
4933431C10Rik,0.98342571,4.21E-07,0.001442694,0.552808259,NA,4933431C10Rik,NA,NA
4933431G14Rik,0.966151691,9.06E-08,0.001442694,0.891937258,NA,4933431G14Rik,NA,NA
4933433G19Rik,4.056618981,1.19E-06,0.001442693,0.370830343,NA,4933433G19Rik,NA,NA
4933433H22Rik,1.165618157,-1.63E-06,0.001442695,0.144640643,NA,4933433H22Rik,NA,NA
4933433N18Rik,2.328663583,-8.94E-07,0.001442693,0.477618314,NA,4933433N18Rik,NA,NA
4933436I20Rik,1.066637602,4.48E-07,0.001442694,0.571216012,NA,4933436I20Rik,NA,NA
4933440J02Rik,0.876870795,5.56E-07,0.001442694,0.439895512,NA,4933440J02Rik,NA,NA
5031425F14Rik,1.113769411,3.43E-07,0.001442695,0.711626593,NA,5031425F14Rik,NA,NA
5033403H07Rik,3.463171179,5.06E-07,0.001442693,0.694560674,NA,5033403H07Rik,NA,NA
5033406O09Rik,2.229166405,-1.44E-06,0.001442694,0.147507736,NA,5033406O09Rik,NA,NA
5033425B01Rik,3.970023625,8.29E-08,0.001442693,0.937011314,NA,5033425B01Rik,NA,NA
5033426O07Rik,2.073844124,-5.17E-07,0.001442694,0.573018418,NA,5033426O07Rik,NA,NA
5033428I22Rik,2.321609864,2.67E-06,0.001442694,0.043606209,NA,5033428I22Rik,NA,NA
5330426L24Rik,3.449742246,-4.07E-07,0.001442693,0.700882948,NA,5330426L24Rik,NA,NA
5330431K02Rik,1.654316925,-7.61E-07,0.001442694,0.340418866,NA,5330431K02Rik,NA,NA
5330437M03Rik,3.351841137,8.92E-07,0.001442693,0.514155351,NA,5330437M03Rik,NA,NA
5430401H09Rik,3.576526041,2.94E-06,0.001442695,0.014415739,NA,5430401H09Rik,NA,NA
5430425E15Rik,3.035263083,1.34E-06,0.001442694,0.232725888,NA,5430425E15Rik,NA,NA
5430434F05Rik,2.667030175,-4.06E-07,0.001442694,0.688783471,NA,5430434F05Rik,NA,NA
5530401A14Rik,3.030290017,-6.39E-08,0.001442692,0.967169137,NA,5530401A14Rik,NA,NA
5730460C07Rik,0.963703086,-3.12E-07,0.001442694,0.854290342,NA,5730460C07Rik,NA,NA
5730507A11Rik,1.722832291,8.69E-08,0.001442694,0.919597397,NA,5730507A11Rik,NA,NA
5730522E02Rik,2.043905146,1.38E-06,0.001442694,0.150516428,NA,5730522E02Rik,NA,NA
5730585A16Rik,3.747990809,8.75E-07,0.001442692,0.554533687,NA,5730585A16Rik,NA,NA
5730596B20Rik,1.536090648,-1.22E-07,0.001442694,0.903140527,NA,5730596B20Rik,NA,NA
5830428M24Rik,1.152515222,-3.29E-07,0.001442695,0.47364178,NA,5830428M24Rik,NA,NA
5830432E09Rik,3.852189766,2.57E-06,0.001442692,0.14189739,NA,5830432E09Rik,NA,NA
5830462O15Rik,1.917239904,-1.07E-07,0.001442694,0.891347186,NA,5830462O15Rik,NA,NA
5830487J09Rik,2.088303583,-1.04E-06,0.001442693,0.382147471,NA,5830487J09Rik,NA,NA
6030440G07Rik,2.534464668,-4.74E-07,0.001442693,0.696990015,NA,6030440G07Rik,NA,NA
6030442K20Rik,4.165010552,2.69E-06,0.001442692,0.1650068,NA,6030442K20Rik,NA,NA
6030460B20Rik,0.687814583,-1.43E-07,0.001442695,0.819532686,NA,6030460B20Rik,NA,NA
6330410L21Rik,4.067667149,-4.14E-06,0.001442695,0.185486761,NA,6330410L21Rik,NA,NA
6330537M06Rik,1.907565541,1.20E-07,0.001442693,0.917329626,NA,6330537M06Rik,NA,NA
6430584L05Rik,0.857422084,-2.38E-07,0.001442694,0.85247226,NA,6430584L05Rik,NA,NA
6430710C18Rik,1.554946233,8.81E-07,0.001442694,0.31077836,NA,6430710C18Rik,NA,NA
6530413G14Rik,2.192436114,-1.11E-06,0.001442694,0.296156886,NA,6530413G14Rik,NA,NA
6720475M21Rik,1.471874425,-1.24E-07,0.001442694,0.880731458,NA,6720475M21Rik,NA,NA
6820402A03Rik,4.260981331,1.97E-06,0.001442691,0.287517301,NA,6820402A03Rik,NA,NA
7420700N18Rik,2.646192535,-1.02E-06,0.001442693,0.434662547,NA,7420700N18Rik,NA,NA
7530414M10Rik,0.947583019,6.73E-07,0.001442694,0.520301956,NA,7530414M10Rik,NA,NA
7530428D23Rik,2.034231579,-3.59E-07,0.001442693,0.7600128,NA,7530428D23Rik,NA,NA
8030423F21Rik,2.332304994,-1.73E-07,0.001442694,0.865936636,NA,8030423F21Rik,NA,NA
8030442B05Rik,0.825277395,3.97E-07,0.001442694,0.622236013,NA,8030442B05Rik,NA,NA
8030451A03Rik,1.667151548,-2.29E-07,0.001442694,0.750996439,NA,8030451A03Rik,NA,NA
8030456M14Rik,3.091140117,-2.51E-07,0.001442693,0.908927953,NA,8030456M14Rik,NA,NA
8030474K03Rik,1.930538596,-6.99E-07,0.001442695,0.1399431,NA,8030474K03Rik,NA,NA
8430426J06Rik,0.931798608,-1.30E-07,0.001442694,0.838690683,NA,8430426J06Rik,NA,NA
8430432A02Rik,4.020257973,1.27E-06,0.001442693,0.353238108,NA,8430432A02Rik,NA,NA
9030607J07Rik,2.076475518,4.33E-07,0.001442693,0.659763296,NA,9030607J07Rik,NA,NA
9130017K11Rik,0.902185731,3.89E-07,0.001442695,0.526261586,NA,9130017K11Rik,NA,NA
9130204K15Rik,2.905286526,2.63E-07,0.001442693,0.842020287,NA,9130204K15Rik,NA,NA
9130221F21Rik,1.727511886,-4.41E-07,0.001442693,0.703480769,NA,9130221F21Rik,NA,NA
9130230N09Rik,0.804726738,2.05E-07,0.001442694,0.752303675,NA,9130230N09Rik,NA,NA
9230109A22Rik,1.028425922,4.75E-07,0.001442695,0.459317219,NA,9230109A22Rik,NA,NA
9230111E07Rik,2.141748771,-1.85E-07,0.001442693,0.865854079,NA,9230111E07Rik,NA,NA
9230112J17Rik,2.289182001,1.63E-06,0.001442694,0.151709013,NA,9230112J17Rik,NA,NA
9230116L04Rik,0.740575904,-1.12E-06,0.001442695,0.571511123,NA,9230116L04Rik,NA,NA
9330121J05Rik,1.018611973,-9.18E-07,0.001442694,0.255986775,NA,9330121J05Rik,NA,NA
9330154K18Rik,3.355324352,-2.98E-07,0.001442693,0.810144839,NA,9330154K18Rik,NA,NA
9330158H04Rik,1.853158012,2.26E-07,0.001442694,0.823092453,NA,9330158H04Rik,NA,NA
9330175M20Rik,2.583239124,3.02E-07,0.001442693,0.917153765,NA,9330175M20Rik,NA,NA
9330182O14Rik,1.647022536,-5.37E-07,0.001442693,0.614282528,NA,9330182O14Rik,NA,NA
9330198I05Rik,2.611114647,-9.12E-07,0.001442692,0.517414831,NA,9330198I05Rik,NA,NA
9430002A10Rik,3.215942566,7.81E-07,0.001442693,0.550863488,NA,9430002A10Rik,NA,NA
9430025C20Rik,1.88681073,-5.39E-07,0.001442693,0.650861358,NA,9430025C20Rik,NA,NA
9430031K09Rik,2.7444574,-3.88E-07,0.001442692,0.781978991,NA,9430031K09Rik,NA,NA
9430060I03Rik,2.662435365,-6.39E-08,0.001442693,0.956658292,NA,9430060I03Rik,NA,NA
9430062P05Rik,4.245723928,-1.71E-06,0.001442692,0.292609124,NA,9430062P05Rik,NA,NA
9430069I07Rik,3.250044401,-3.28E-07,0.001442692,0.828895296,NA,9430069I07Rik,NA,NA
9430073C21Rik,0.81400704,1.76E-08,0.001442694,0.927936747,NA,9430073C21Rik,NA,NA
9430087B13Rik,4.596207741,-8.24E-07,0.001442691,0.639442045,NA,9430087B13Rik,NA,NA
9430087J23Rik,0.767262667,-9.46E-07,0.001442694,0.216980925,NA,9430087J23Rik,NA,NA
9530003O04Rik,1.34832835,8.08E-07,0.001442694,0.348809459,NA,9530003O04Rik,NA,NA
9530018H14Rik,2.202624,-3.08E-06,0.001442695,0.582967408,NA,9530018H14Rik,NA,NA
9530020I12Rik,1.828362498,3.85E-07,0.001442694,0.69880096,NA,9530020I12Rik,NA,NA
9530034E10Rik,1.020075252,-1.42E-07,0.001442695,0.759222399,NA,9530034E10Rik,NA,NA
9530036M11Rik,0.958085192,6.02E-07,0.001442694,0.398257712,NA,9530036M11Rik,NA,NA
9530046B11Rik,1.866686016,7.49E-07,0.001442693,0.509828693,NA,9530046B11Rik,NA,NA
9530050K03Rik,2.578975087,1.18E-06,0.001442693,0.371528354,NA,9530050K03Rik,NA,NA
9530052C20Rik,2.376197907,3.93E-07,0.001442694,0.687792118,NA,9530052C20Rik,NA,NA
9530056E24Rik,4.29800815,4.67E-08,0.001442692,0.974119614,NA,9530056E24Rik,NA,NA
9530056K15Rik,4.568688985,-1.38E-06,0.001442693,0.338232506,NA,9530056K15Rik,NA,NA
9530077C05Rik,3.737890103,8.13E-07,0.001442692,0.586630336,NA,9530077C05Rik,NA,NA
9530078K11Rik,0.818220168,5.94E-07,0.001442695,0.356828757,NA,9530078K11Rik,NA,NA
9530080O11Rik,1.398672434,-5.45E-07,0.001442695,0.234172162,NA,9530080O11Rik,NA,NA
9530086O07Rik,0.910052341,-8.95E-07,0.001442695,0.922379565,NA,9530086O07Rik,NA,NA
9630010A21Rik,1.867533311,1.81E-06,0.001442694,0.064149264,NA,9630010A21Rik,NA,NA
9630015K15Rik,1.671656807,4.38E-07,0.001442694,0.608518203,NA,9630015K15Rik,NA,NA
9830144P21Rik,0.832552401,7.34E-07,0.001442694,0.336618174,NA,9830144P21Rik,NA,NA
9830166K06Rik,2.009771806,1.62E-06,0.001442694,0.116057417,NA,9830166K06Rik,NA,NA
9930012K11Rik,1.25738057,-4.83E-07,0.001442694,0.540075327,NA,9930012K11Rik,NA,NA
9930022D16Rik,0.724144475,4.33E-07,0.001442695,0.516416525,NA,9930022D16Rik,NA,NA
9930024M15Rik,3.149257921,7.06E-08,0.001442694,0.939840537,NA,9930024M15Rik,NA,NA
9930111H07Rik,1.781672357,-8.28E-07,0.001442694,0.417303762,NA,9930111H07Rik,NA,NA
a,2.227275696,-6.08E-07,0.001442693,0.588838593,NA,a,NA,NA
A030014E15Rik,1.732941271,-2.19E-07,0.001442694,0.802486508,NA,A030014E15Rik,NA,NA
A130006I12Rik,0.677192533,1.16E-08,0.001442694,0.996789243,NA,A130006I12Rik,NA,NA
A130048G24Rik,2.088684723,-7.80E-07,0.001442693,0.474445194,NA,A130048G24Rik,NA,NA
A130077B15Rik,3.969313717,5.52E-07,0.001442693,0.816991449,NA,A130077B15Rik,NA,NA
A230004M16Rik,3.331547696,2.63E-06,0.001442693,0.103862009,NA,A230004M16Rik,NA,NA
A230009B12Rik,1.58095977,1.13E-06,0.001442694,0.271754158,NA,A230009B12Rik,NA,NA
A230059L01Rik,4.204317019,-1.83E-06,0.001442692,0.536349083,NA,A230059L01Rik,NA,NA
A230060F14Rik,2.792270823,7.06E-07,0.001442692,0.634298755,NA,A230060F14Rik,NA,NA
A230083G16Rik,4.168046753,2.44E-07,0.001442692,0.865915486,NA,A230083G16Rik,NA,NA
A230085B16Rik,3.683335857,1.91E-06,0.001442694,0.126077068,NA,A230085B16Rik,NA,NA
A230087F16Rik,2.021012844,1.56E-07,0.001442694,0.861167755,NA,A230087F16Rik,NA,NA
A230103J11Rik,0.896024436,-7.42E-07,0.001442694,0.332882094,NA,A230103J11Rik,NA,NA
A230107N01Rik,2.453262554,-3.13E-07,0.001442693,0.796644226,NA,A230107N01Rik,NA,NA
A330009N23Rik,2.245221565,1.96E-07,0.001442694,0.846374568,NA,A330009N23Rik,NA,NA
A330015K06Rik,1.55261953,6.55E-07,0.001442694,0.46541336,NA,A330015K06Rik,NA,NA
A330032B11Rik,2.390887249,-8.91E-07,0.001442694,0.369091743,NA,A330032B11Rik,NA,NA
A330040F15Rik,2.406598835,-1.49E-07,0.001442693,0.899419602,NA,A330040F15Rik,NA,NA
A330049N07Rik,1.538325405,7.70E-07,0.001442694,0.465678807,NA,A330049N07Rik,NA,NA
A330072L02Rik,3.144606939,-6.28E-07,0.001442694,0.470921308,NA,A330072L02Rik,NA,NA
A330076C08Rik,4.337823606,1.77E-06,0.001442692,0.272189091,NA,A330076C08Rik,NA,NA
A430019L02Rik,2.949194836,-1.62E-06,0.001442692,0.306112184,NA,A430019L02Rik,NA,NA
A430072C10Rik,1.444127128,5.61E-07,0.001442694,0.959176014,NA,A430072C10Rik,NA,NA
A430073D23Rik,2.262651438,-1.84E-07,0.001442694,0.844123688,NA,A430073D23Rik,NA,NA
A430078I02Rik,4.239993892,6.10E-07,0.001442693,0.621298516,NA,A430078I02Rik,NA,NA
A430108G06Rik,1.506953716,1.16E-07,0.001442694,0.88774643,NA,A430108G06Rik,NA,NA
A530030E21Rik,2.406433277,-7.82E-07,0.001442694,0.408410468,NA,A530030E21Rik,NA,NA
A530046M15Rik,1.181686917,-4.21E-07,0.001442694,0.587907845,NA,A530046M15Rik,NA,NA
A530064D06Rik,3.130534773,-1.68E-07,0.001442692,0.907339545,NA,A530064D06Rik,NA,NA
A530083I20Rik,4.25978587,2.71E-07,0.001442693,0.841419911,NA,A530083I20Rik,NA,NA
A530088E08Rik,1.511639435,-1.80E-07,0.001442694,0.859292211,NA,A530088E08Rik,NA,NA
A630001O12Rik,1.941237044,1.49E-06,0.001442694,0.171418169,NA,A630001O12Rik,NA,NA
